title,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url,pros_raw,pros_cleaned,cons_raw,cons_cleaned,title_raw,title_cleaned,category_ai_technology,category_management,category_culture,category_compensation,category_work_life_balance
Great Company with Great Culture,2025-04-21,"Growth company that is geographically diverse with many opportunities for career growth. Likes to promote from within. Employee culture is fantastic, with the team being the focus. Good compensation and support from the company.","Fast paced, even in the ""slow"" times, workloads can be overwhelming.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Growth company that is geographically diverse with many opportunities for career growth. Likes to promote from within. Employee culture is fantastic, with the team being the focus. Good compensation and support from the company.",growth geograph divers mani opportun career like promot cultur team good compens support,"Fast paced, even in the ""slow"" times, workloads can be overwhelming.",fast even slow workload,Great Company with Great Culture,great great cultur,False,True,True,False,False
The best people = a great company!,2024-09-17,"Top notch people, excellent leadership and industry leading business practices.",I dont really see cons for working at Prologis. Its a great company to work for!,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Top notch people, excellent leadership and industry leading business practices.",top notch excel leadership industri lead busi,I dont really see cons for working at Prologis. Its a great company to work for!,dont realli see con great,The best people = a great company!,best great,False,True,False,False,False
Great Company....,2025-06-10,Wonderful company culture and oh so many perks.,Endless meetings and at times unrealistic deadlines.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Wonderful company culture and oh so many perks.,wonder cultur oh mani,Endless meetings and at times unrealistic deadlines.,endless meet time unrealist,Great Company....,great,False,False,False,False,False
Purpose-Driven Company That Invests in People and Culture,2025-05-23,Strong leadership and transparent communication Supportive and inclusive work culture Commitment to sustainability and community impact Generous benefits and wellness resources Growth opportunities and mentorship programs,"Honestly, very few. Like any fast-paced company, priorities can shift quickly—but it's part of what keeps the work exciting. If you're looking for a place where you can grow, make a difference, and work with incredible people, Prologis is it.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Strong leadership and transparent communication Supportive and inclusive work culture Commitment to sustainability and community impact Generous benefits and wellness resources Growth opportunities and mentorship programs,strong leadership transpar commun support inclus cultur commit sustain commun impact gener benefit well resourc growth opportun mentorship program,"Honestly, very few. Like any fast-paced company, priorities can shift quickly—but it's part of what keeps the work exciting. If you're looking for a place where you can grow, make a difference, and work with incredible people, Prologis is it.",fast pace prioriti shift quickli part keep look place incred prolog,Purpose-Driven Company That Invests in People and Culture,purpos driven invest cultur,False,True,False,True,False
Great Place to Work,2025-06-10,"They Walk the Walk
Strong Benefits
Opportunity for Advancement",A couple of antiquated software systems,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"They Walk the Walk
Strong Benefits
Opportunity for Advancement",walk walk strong benefit opportun advanc,A couple of antiquated software systems,coupl antiqu softwar system,Great Place to Work,great place,False,False,False,True,False
Could have been so much more...,2025-08-24,Great management style (not micromanaged) Encourages/allows work from home/telecommunting Compensation is very competitive Great benefits,Too much emphasis on checking boxes Often times too conservative in taking risks Too many senior managers are trying to drive process but either fail to align or take too long to align.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Great management style (not micromanaged) Encourages/allows work from home/telecommunting Compensation is very competitive Great benefits,great manag style micromanag encourag allow home telecommunt compens competit great benefit,Too much emphasis on checking boxes Often times too conservative in taking risks Too many senior managers are trying to drive process but either fail to align or take too long to align.,much emphasi check box often time conserv take risk mani senior manag tri drive process either fail align take long,Could have been so much more...,much,False,False,False,True,False
Great company,2025-09-17,Company has an outsized global impact to the size of its employee population. The innovation we're doing keeps our employees both energized and proud. Leadership prioritizes employee communications and is highly focused on nurturing a strong culture.,"More of a sign of the times than specific to Prologis, but recognize people sometimes feel like work/life balance can challenging. Most managers pay close attention to that to ensure employees do feel that support in managing workload in a fast-paced, exciting work environment.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Company has an outsized global impact to the size of its employee population. The innovation we're doing keeps our employees both energized and proud. Leadership prioritizes employee communications and is highly focused on nurturing a strong culture.,outsiz global impact size innov keep employe energ leadership priorit commun highli focus nurtur strong,"More of a sign of the times than specific to Prologis, but recognize people sometimes feel like work/life balance can challenging. Most managers pay close attention to that to ensure employees do feel that support in managing workload in a fast-paced, exciting work environment.",sign time specif recogn sometim feel life balanc manag pay close attent ensur employe feel support manag workload fast excit,Great company,great,False,True,False,False,False
"Innovative, Inclusive and Inspiring Workplace!",2025-03-19,"Having been at Prologis for over 10 years, I can confidently say this company has provided me with incredible career growth opportunities. From day one, I have been surrounded by talented, driven professionals who challenge and inspire me to do my best. The culture here is second to none—collaborative, innovative, and supportive of employees at all levels. Compensation has always been fair and competitive, reflecting both market standards and the value the company places on its people. Being part of the industry leader in logistics real estate has been an exciting journey, and I am proud to contribute to a company that continually strives for excellence.",Hard to state anything negative- Prologis is the best!,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Having been at Prologis for over 10 years, I can confidently say this company has provided me with incredible career growth opportunities. From day one, I have been surrounded by talented, driven professionals who challenge and inspire me to do my best. The culture here is second to none—collaborative, innovative, and supportive of employees at all levels. Compensation has always been fair and competitive, reflecting both market standards and the value the company places on its people. Being part of the industry leader in logistics real estate has been an exciting journey, and I am proud to contribute to a company that continually strives for excellence.",prolog confid say provid incred career growth day surround driven profession challeng inspir cultur second none support employe compens alway fair reflect market standard valu place part industri leader logist real estat excit proud contribut continu strive,Hard to state anything negative- Prologis is the best!,hard state anyth neg prolog,"Innovative, Inclusive and Inspiring Workplace!",inclus inspir,False,True,False,False,False
Ahead of the pack,2024-09-04,"The C-level leadership, including our CEO, CTO, CFO, CLO, and President, are visionary and supportive, cultivating a culture of excellence. As a founder-owned and managed company, Prologis remains deeply aligned with its core values. There is also a strong culture of giving back to our communities, which adds to the sense of purpose and fulfillment. As a global leader in real estate, Prologis is at the forefront of technology, making it an exciting place to work and grow. Highly recommend!","Prologis is a Fortune 100 company with 2,500+ employees, so to thrive here, you need to be dedicated and think like a service owner. The environment is fast-paced and demanding, which can be challenging if you’re not ready to take ownership and drive results.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The C-level leadership, including our CEO, CTO, CFO, CLO, and President, are visionary and supportive, cultivating a culture of excellence. As a founder-owned and managed company, Prologis remains deeply aligned with its core values. There is also a strong culture of giving back to our communities, which adds to the sense of purpose and fulfillment. As a global leader in real estate, Prologis is at the forefront of technology, making it an exciting place to work and grow. Highly recommend!",level includ visionari cultiv cultur founder own manag prolog remain deepli align core strong cultur give back add sens purpos global leader real prolog forefront make excit place highli,"Prologis is a Fortune 100 company with 2,500+ employees, so to thrive here, you need to be dedicated and think like a service owner. The environment is fast-paced and demanding, which can be challenging if you’re not ready to take ownership and drive results.",prolog fortun thrive need dedic think servic environ fast pace challeng readi take ownership drive,Ahead of the pack,ahead pack,False,False,False,False,False
"Good benefits, stable company",2025-04-05,"Decent WLB, depending on team of course. Good benefits","Lots of red tape, tough to get things done across teams.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Decent WLB, depending on team of course. Good benefits",decent depend team good benefit,"Lots of red tape, tough to get things done across teams.",lot red tough thing done across,"Good benefits, stable company",good stabl,False,False,True,True,False
The best place I've worked,2025-05-02,You get to work with some of the smartest and best people in the industry who focus on innovation and results but also care about you. It's rare to find a company that genuinely cares about doing the right thing as much as it cares about being successful. Prologis is the best place I've ever worked.,Prologis runs lean and is a flat organization so rapid upward mobility is not always an option.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,You get to work with some of the smartest and best people in the industry who focus on innovation and results but also care about you. It's rare to find a company that genuinely cares about doing the right thing as much as it cares about being successful. Prologis is the best place I've ever worked.,smartest best industri focu innov result care rare find genuin care right thing much care prolog best place ever,Prologis runs lean and is a flat organization so rapid upward mobility is not always an option.,prolog run lean flat organ rapid upward mobil alway,The best place I've worked,best place work,False,False,False,False,False
"Great culture, vision, and values",2025-03-19,Leadership does an amazing job being ahead of the industry in vision and goals. Truly globally minded organization. Exciting place to work with ripe opportunities for those who are interested. Culture of openness and honest principles - not just corporate speak around fanciful ideologies.,"Hard work culture, driven by insistence of excellence, which is not necessarily a bad thing but could lead to burn out especially with resource constraints and headcount limits.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Leadership does an amazing job being ahead of the industry in vision and goals. Truly globally minded organization. Exciting place to work with ripe opportunities for those who are interested. Culture of openness and honest principles - not just corporate speak around fanciful ideologies.,leadership amaz ahead industri vision truli global mind excit place ripe opportun cultur open honest principl corpor speak around fanci,"Hard work culture, driven by insistence of excellence, which is not necessarily a bad thing but could lead to burn out especially with resource constraints and headcount limits.",hard driven insist necessarili bad thing lead burn especi resourc constraint headcount,"Great culture, vision, and values",great valu,True,True,False,False,False
Current Employee,2024-12-16,Great culture and benefits. Respectful and knowledgeable managers. Opportunities to further your career are available.,Collaboration between departments is necessary but needs to be improved. Company news communication,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Great culture and benefits. Respectful and knowledgeable managers. Opportunities to further your career are available.,great cultur respect knowledg opportun career,Collaboration between departments is necessary but needs to be improved. Company news communication,collabor depart necessari need news commun,Current Employee,current,False,False,True,False,False
Great Place to Work,2024-09-09,"Great people and culture, willingness to invest in innovation/new ideas, and strong focus on sustainability.",Relatively small workforce size can mean slower career progression in some functions.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Great people and culture, willingness to invest in innovation/new ideas, and strong focus on sustainability.",great willing invest innov new strong focu,Relatively small workforce size can mean slower career progression in some functions.,rel small workforc size mean slower career progress,Great Place to Work,great place,False,False,False,False,False
Great Place to Work,2025-06-10,"Challenging work, collaborative environment, flexibility, talented team with shared vision for success. Management values employees and encourages innovation and efficiency, keeping us Ahead of What's Next.",Relatively high stress and pressure at times.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Challenging work, collaborative environment, flexibility, talented team with shared vision for success. Management values employees and encourages innovation and efficiency, keeping us Ahead of What's Next.",challeng collabor talent team share vision manag valu employe encourag innov keep us ahead,Relatively high stress and pressure at times.,rel high stress pressur,Great Place to Work,great place,True,True,True,False,False
"Superb culture, inspiring leaders and great benefits",2024-08-28,"Prologis company culture is truly outstanding. People are hardworking, respect your work-life balance, encourage learning, welcome questions and much more. From Day 1, the people at Prologis made me feel like a part of the team. The company also offers competitive salary and great benefits.","It is really hard for me to think of a con of working at Prologis. If I had to pick something, it (at this point in my first year with the company) could only be a meager complaint that the office is too cold.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis company culture is truly outstanding. People are hardworking, respect your work-life balance, encourage learning, welcome questions and much more. From Day 1, the people at Prologis made me feel like a part of the team. The company also offers competitive salary and great benefits.",prolog cultur truli respect life encourag welcom question much day prolog made feel part offer competit salari great,"It is really hard for me to think of a con of working at Prologis. If I had to pick something, it (at this point in my first year with the company) could only be a meager complaint that the office is too cold.",realli hard think con pick point first year meager complaint offic,"Superb culture, inspiring leaders and great benefits",superb inspir leader great benefit,False,False,True,False,False
Real Culture. Amazing People.,2025-05-23,"The culture here is truly special. People are kind, authentic, and genuinely invested in one another’s success. It's not uncommon to meet colleagues who’ve been here for 5, 10, even 15+ years—something that feels almost unheard of these days. That kind of longevity speaks to how much people care about the work and each other. Access to leadership is another standout—our C-suite is approachable, down to earth, and easy to talk to. It’s a highly collaborative environment where integrity and doing what’s right (especially for the planet) are more than just stated values—they’re part of the day-to-day decision-making.","Like any fast-moving company, things can change quickly, and sometimes communication doesn’t always keep pace. Cross-functional alignment can occasionally be a challenge as teams navigate shifting priorities. Also, because so many people stay here long term, career movement can feel slower unless you actively seek out new opportunities or advocate for your own growth.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The culture here is truly special. People are kind, authentic, and genuinely invested in one another’s success. It's not uncommon to meet colleagues who’ve been here for 5, 10, even 15+ years—something that feels almost unheard of these days. That kind of longevity speaks to how much people care about the work and each other. Access to leadership is another standout—our C-suite is approachable, down to earth, and easy to talk to. It’s a highly collaborative environment where integrity and doing what’s right (especially for the planet) are more than just stated values—they’re part of the day-to-day decision-making.",cultur truli genuin invest anoth uncommon meet colleagu even year someth feel almost unheard kind longev speak much care access leadership anoth standout suit easi talk highli collabor environ integr right especi planet state valu part day day decis,"Like any fast-moving company, things can change quickly, and sometimes communication doesn’t always keep pace. Cross-functional alignment can occasionally be a challenge as teams navigate shifting priorities. Also, because so many people stay here long term, career movement can feel slower unless you actively seek out new opportunities or advocate for your own growth.",fast move thing chang sometim commun alway keep cross function align occasion challeng team navig shift mani stay long career movement feel slower unless activ seek new opportun advoc,Real Culture. Amazing People.,real amaz,False,True,False,False,False
A solid place to grow,2025-06-13,"Prologis is a great company to gain valuable experience, grow professionally, and continuously learn. The organization is committed to innovation and operational efficiency, always seeking ways to improve. What truly stands out is the emphasis on aligning people with roles that play to their strengths, enabling both individual and team success.","The environment is fast-paced and constantly evolving, which can be challenging for those who prefer more stability or structure.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis is a great company to gain valuable experience, grow professionally, and continuously learn. The organization is committed to innovation and operational efficiency, always seeking ways to improve. What truly stands out is the emphasis on aligning people with roles that play to their strengths, enabling both individual and team success.",prolog great gain valuabl grow continu organ commit innov oper alway seek way truli stand emphasi align role play enabl individu team,"The environment is fast-paced and constantly evolving, which can be challenging for those who prefer more stability or structure.",environ fast pace constantli challeng prefer stabil,A solid place to grow,solid place grow,False,False,True,False,False
One of the Best Companies I've Ever Worked For,2024-09-13,"#1 is the culture at Prologis. People are kind and generally trying their best. We work hard but we pause to have fun. I also love that each region has their own sub-culture that makes it fun to visit, learn, and collaborate. Leadership has a vision for the company and genuinely cares about its people. The company is headed in the right direction. Some of the newer departments are still in startup mode figuring things out and can be messier, but there are a lot of things to be excited about and customers are overall happy with the products/services offered. Prologis is a company that practices what it preaches. We actually, seriously, care about ESG and reducing our impact on the environment, compared to other places I've been where it looks more like greenwashing. I feel well compensated for my work, and for the most part my work/life balance is fantastic. It helps that we get lots of vacation time (that I actually feel comfortable taking) and even a few days off per year to volunteer.","I would love to see more diversity in exec leadership roles (women, POC, and age) for fresh perspective. But I will say this has improved even in the few years that I've been here, and DEI is a newer group that has been established. As a global company, we have the challenge of communicating across geographies, time zones, and languages. We do a better job than even some smaller companies I've worked for, but still have some room to improve here.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"#1 is the culture at Prologis. People are kind and generally trying their best. We work hard but we pause to have fun. I also love that each region has their own sub-culture that makes it fun to visit, learn, and collaborate. Leadership has a vision for the company and genuinely cares about its people. The company is headed in the right direction. Some of the newer departments are still in startup mode figuring things out and can be messier, but there are a lot of things to be excited about and customers are overall happy with the products/services offered. Prologis is a company that practices what it preaches. We actually, seriously, care about ESG and reducing our impact on the environment, compared to other places I've been where it looks more like greenwashing. I feel well compensated for my work, and for the most part my work/life balance is fantastic. It helps that we get lots of vacation time (that I actually feel comfortable taking) and even a few days off per year to volunteer.",cultur kind gener tri hard paus love region sub cultur make fun leadership vision genuin care head right newer depart still startup mode figur thing lot thing excit custom overal happi product servic prolog practic care esg reduc impact compar place look feel well compens part life balanc help lot vacat actual feel comfort take even day per year,"I would love to see more diversity in exec leadership roles (women, POC, and age) for fresh perspective. But I will say this has improved even in the few years that I've been here, and DEI is a newer group that has been established. As a global company, we have the challenge of communicating across geographies, time zones, and languages. We do a better job than even some smaller companies I've worked for, but still have some room to improve here.",love see divers exec leadership role age fresh say improv even year dei newer group global challeng commun across better even smaller compani work still room improv,One of the Best Companies I've Ever Worked For,best compani ever work,True,True,False,False,False
Company culture has changed,2025-01-13,Great office views and fun people to work with,"Company culture has changed negatively, lots of budget cuts and management is not transparent","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Great office views and fun people to work with,great offic view fun,"Company culture has changed negatively, lots of budget cuts and management is not transparent",cultur chang lot budget cut manag transpar,Company culture has changed,cultur chang,False,False,False,False,False
Great Place to Work,2025-07-16,"Very intentional about creating a culture of hardworking people that work well with others and fit the culture that has been created. There are a lot of opportunities for growth, as there are a lot of business units within our Industrial Real Estate business.","While Prologis industry leading and very intentional about diverse hiring while pursuing the most qualified individuals for the job, diversity is still low and is consistent with the industrial real estate industry.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Very intentional about creating a culture of hardworking people that work well with others and fit the culture that has been created. There are a lot of opportunities for growth, as there are a lot of business units within our Industrial Real Estate business.",intent creat cultur hardwork well other fit cultur lot opportun lot busi unit within industri real estat,"While Prologis industry leading and very intentional about diverse hiring while pursuing the most qualified individuals for the job, diversity is still low and is consistent with the industrial real estate industry.",prolog industri lead intent divers hire pursu qualifi individu divers still low consist industri real estat,Great Place to Work,great place,False,False,False,False,False
Fun Real Estate Company,2024-09-11,Prologis takes care of its employees first and that goes a long way in so many ways.,You will worry on having a boring time at work because you won't have any.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Prologis takes care of its employees first and that goes a long way in so many ways.,prolog take care employe first goe long way mani,You will worry on having a boring time at work because you won't have any.,worri bore,Fun Real Estate Company,fun real estat,False,False,False,False,False
